,participant,task,trial,choice,reward,stimulus_0,stimulus_1,validities,item_type,tier
262,2,0,70,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
263,2,0,71,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
264,2,0,72,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
265,2,0,73,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
266,2,0,74,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
267,2,0,75,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
268,2,0,76,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
269,2,0,77,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
270,2,0,78,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
271,2,0,79,1,0,[0 1 0 0],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
272,2,0,80,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
273,2,0,81,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
274,2,0,82,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
275,2,0,83,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
276,2,0,84,1,0,[0 0 1 1],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
277,2,0,85,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
278,2,0,86,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
279,2,0,87,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
280,2,0,88,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
281,2,0,89,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
282,2,0,90,1,0,[0 0 0 1],[1 1 0 1],[0.9 0.8 0.7 0.6],4,0.0
283,2,0,91,1,0,[0 0 1 1],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
284,2,0,92,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
285,2,0,93,1,0,[0 0 1 0],[1 1 1 0],[0.9 0.8 0.7 0.6],4,0.0
286,2,0,94,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
287,2,0,95,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
288,3,0,0,0,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
289,3,0,1,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
290,3,0,2,1,0,[0 1 0 0],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
291,3,0,3,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
292,3,0,4,0,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
293,3,0,5,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
294,3,0,6,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
295,3,0,7,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
296,3,0,8,1,0,[0 1 0 0],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
297,3,0,9,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
298,3,0,10,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
299,3,0,11,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
300,3,0,12,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
301,3,0,13,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
302,3,0,14,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
303,3,0,15,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
304,3,0,16,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
305,3,0,17,0,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
306,3,0,18,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,0.0
307,3,0,19,1,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
308,3,0,20,1,0,[0 0 0 1],[1 1 0 1],[0.9 0.8 0.7 0.6],4,0.0
309,3,0,21,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
310,3,0,22,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
311,3,0,23,1,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
312,3,0,24,0,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
313,3,0,25,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
314,3,0,26,1,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
315,3,0,27,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
316,3,0,28,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
317,3,0,29,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
318,3,0,30,1,0,[0 0 1 1],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
319,3,0,31,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
320,3,0,32,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
321,3,0,33,0,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
322,3,0,34,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
323,3,0,35,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
324,3,0,36,0,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
325,3,0,37,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,0.0
326,3,0,38,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
327,3,0,39,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
328,3,0,40,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
329,3,0,41,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
330,3,0,42,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
331,3,0,43,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
332,3,0,44,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
333,3,0,45,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
334,3,0,46,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
335,3,0,47,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
336,3,0,48,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
337,3,0,49,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
338,3,0,50,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
339,3,0,51,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
340,3,0,52,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
341,3,0,53,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
342,3,0,54,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
343,3,0,55,1,0,[0 0 1 1],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
344,3,0,56,1,0,[0 0 1 0],[1 1 1 0],[0.9 0.8 0.7 0.6],4,0.0
345,3,0,57,0,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
346,3,0,58,1,0,[0 0 1 0],[1 1 1 0],[0.9 0.8 0.7 0.6],4,0.0
347,3,0,59,0,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
348,3,0,60,0,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
349,3,0,61,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
350,3,0,62,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
351,3,0,63,1,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
352,3,0,64,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
353,3,0,65,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
354,3,0,66,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
355,3,0,67,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
356,3,0,68,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,0.0
357,3,0,69,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
358,3,0,70,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
359,3,0,71,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
360,3,0,72,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
361,3,0,73,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
362,3,0,74,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
363,3,0,75,1,0,[0 0 0 1],[1 1 0 1],[0.9 0.8 0.7 0.6],4,0.0
364,3,0,76,1,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
365,3,0,77,1,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
366,3,0,78,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
367,3,0,79,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,0.0
368,3,0,80,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
369,3,0,81,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
370,3,0,82,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
371,3,0,83,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
372,3,0,84,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
373,3,0,85,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,0.0
374,3,0,86,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
375,3,0,87,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
376,3,0,88,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
377,3,0,89,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
378,3,0,90,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
379,3,0,91,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
380,3,0,92,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,0.0
381,3,0,93,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
382,3,0,94,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
383,3,0,95,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
384,4,0,0,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
385,4,0,1,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
386,4,0,2,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,0.0
387,4,0,3,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
388,4,0,4,1,0,[0 0 0 1],[1 1 0 1],[0.9 0.8 0.7 0.6],4,0.0
389,4,0,5,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
390,4,0,6,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
391,4,0,7,1,0,[0 0 0 1],[1 1 0 1],[0.9 0.8 0.7 0.6],4,0.0
392,4,0,8,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
393,4,0,9,1,0,[0 1 0 0],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
394,4,0,10,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
395,4,0,11,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
396,4,0,12,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
397,4,0,13,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
398,4,0,14,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
399,4,0,15,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
400,4,0,16,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
401,4,0,17,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
402,4,0,18,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
403,4,0,19,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
404,4,0,20,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
405,4,0,21,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
406,4,0,22,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
407,4,0,23,1,0,[0 0 1 0],[1 1 1 0],[0.9 0.8 0.7 0.6],4,0.0
408,4,0,24,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
409,4,0,25,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
410,4,0,26,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
411,4,0,27,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
412,4,0,28,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
413,4,0,29,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
414,4,0,30,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
415,4,0,31,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
416,4,0,32,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
417,4,0,33,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
418,4,0,34,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
419,4,0,35,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
420,4,0,36,1,0,[0 0 1 1],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
421,4,0,37,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
422,4,0,38,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
423,4,0,39,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
424,4,0,40,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,0.0
425,4,0,41,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
426,4,0,42,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
427,4,0,43,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
428,4,0,44,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
429,4,0,45,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
430,4,0,46,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
431,4,0,47,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,0.0
432,4,0,48,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
433,4,0,49,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
434,4,0,50,1,0,[0 1 0 0],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
435,4,0,51,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
436,4,0,52,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
437,4,0,53,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
438,4,0,54,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
439,4,0,55,1,0,[0 0 1 1],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
440,4,0,56,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
441,4,0,57,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
442,4,0,58,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
443,4,0,59,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
444,4,0,60,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
445,4,0,61,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
446,4,0,62,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,0.0
447,4,0,63,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
448,4,0,64,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
449,4,0,65,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
450,4,0,66,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
451,4,0,67,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
452,4,0,68,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
453,4,0,69,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
454,4,0,70,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
455,4,0,71,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
456,4,0,72,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
457,4,0,73,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
458,4,0,74,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
459,4,0,75,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
460,4,0,76,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
461,4,0,77,1,0,[0 0 1 0],[1 1 1 0],[0.9 0.8 0.7 0.6],4,0.0
462,4,0,78,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
463,4,0,79,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
464,4,0,80,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
465,4,0,81,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,0.0
466,4,0,82,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,0.0
467,4,0,83,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
468,4,0,84,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
469,4,0,85,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
470,4,0,86,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
471,4,0,87,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
472,4,0,88,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
473,4,0,89,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
474,4,0,90,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
475,4,0,91,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
476,4,0,92,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
477,4,0,93,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
478,4,0,94,0,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
479,4,0,95,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
480,5,0,0,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
481,5,0,1,1,0,[0 0 1 1],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
482,5,0,2,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
483,5,0,3,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
484,5,0,4,1,0,[0 1 0 0],[1 1 1 1],[0.9 0.8 0.7 0.6],4,0.0
485,5,0,5,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
486,5,0,6,0,0,[1 1 1 0],[0 1 1 1],[0.9 0.8 0.7 0.6],3,0.0
487,5,0,7,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
488,5,0,8,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
489,5,0,9,1,0,[0 1 1 1],[1 1 1 0],[0.9 0.8 0.7 0.6],6,0.0
490,5,0,10,1,0,[0 0 0 1],[1 0 0 0],[0.9 0.8 0.7 0.6],6,0.0
491,5,0,11,1,0,[0 0 1 0],[1 1 1 0],[0.9 0.8 0.7 0.6],4,0.0
492,5,0,12,0,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
493,5,0,13,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
494,5,0,14,0,0,[1 0 1 1],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
495,5,0,15,0,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
496,5,0,16,0,0,[1 1 1 1],[0 0 1 1],[0.9 0.8 0.7 0.6],1,0.0
497,5,0,17,1,0,[0 0 1 0],[1 1 1 0],[0.9 0.8 0.7 0.6],4,0.0
498,5,0,18,0,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
499,5,0,19,0,0,[1 0 0 0],[0 0 0 1],[0.9 0.8 0.7 0.6],3,0.0
500,5,0,20,0,0,[1 1 0 1],[0 0 0 1],[0.9 0.8 0.7 0.6],1,0.0
501,5,0,21,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
502,5,0,22,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
503,5,0,23,1,0,[0 0 1 1],[1 0 1 0],[0.9 0.8 0.7 0.6],6,0.0
504,5,0,24,0,0,[1 0 1 0],[0 0 1 1],[0.9 0.8 0.7 0.6],3,0.0
505,5,0,25,1,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
506,5,0,26,1,0,[0 0 0 0],[1 1 0 0],[0.9 0.8 0.7 0.6],4,0.0
507,5,0,27,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
508,5,0,28,1,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
509,5,0,29,1,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
510,5,0,30,1,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
511,5,0,31,0,0,[1 1 0 0],[0 0 0 0],[0.9 0.8 0.7 0.6],1,0.0
512,5,0,32,0,0,[1 1 1 0],[0 0 1 0],[0.9 0.8 0.7 0.6],1,0.0
513,5,0,33,1,0,[0 0 0 1],[1 1 0 1],[0.9 0.8 0.7 0.6],4,0.0
514,5,0,34,1,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
515,5,0,35,0,0,[1 0 0 0],[0 1 1 0],[0.9 0.8 0.7 0.6],2,0.0
516,5,0,36,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
517,5,0,37,1,0,[0 1 1 1],[1 0 0 1],[0.9 0.8 0.7 0.6],5,0.0
518,5,0,38,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
519,5,0,39,0,0,[1 1 1 1],[0 1 0 0],[0.9 0.8 0.7 0.6],1,0.0
520,5,0,40,1,0,[1 0 0 1],[0 1 1 1],[0.9 0.8 0.7 0.6],2,0.0
521,5,0,41,0,0,[0 1 1 0],[1 0 0 0],[0.9 0.8 0.7 0.6],5,0.0
522,5,0,42,1,0,[0 1 0 1],[1 1 0 0],[0.9 0.8 0.7 0.6],6,0.0
523,5,0,43,1,0,[0 0 0 0],[1 0 1 1],[0.9 0.8 0.7 0.6],4,0.0
524,5,0,44,0,0,[1 1 0 0],[0 1 0 1],[0.9 0.8 0.7 0.6],3,0.0
